"","GEO.display.label","NAICS.id","NAICS.display.label","EMP"
"41201","Michigan","334519","Other measuring and controlling device manufacturing","1264"
"41220","Michigan","335311","Power, distribution, and specialty transformer manufacturing","175"
"41222","Michigan","335313","Switchgear and switchboard apparatus manufacturing","631"
"41226","Michigan","335911","Storage battery manufacturing","302"
"41240","Michigan","336112","Light truck and utility vehicle manufacturing","14645"
"41245","Michigan","336211","Motor vehicle body manufacturing","1415"
"41246","Michigan","336212","Truck trailer manufacturing","212"
"41251","Michigan","336310","Motor vehicle gasoline engine and engine parts manufacturing","13374"
"41253","Michigan","336320","Motor vehicle electrical and electronic equipment manufacturing","3429"
"41255","Michigan","336330","Motor vehicle steering and suspension components (except spring) manufacturing","5692"
"41257","Michigan","336340","Motor vehicle brake system manufacturing","2420"
"41261","Michigan","336360","Motor vehicle seating and interior trim manufacturing","8783"
"41263","Michigan","336370","Motor vehicle metal stamping","28044"
"41265","Michigan","336390","Other motor vehicle parts manufacturing","18362"
"41269","Michigan","336412","Aircraft engine and engine parts manufacturing","3458"
"41270","Michigan","336413","Other aircraft parts and auxiliary equipment manufacturing","608"
"41281","Michigan","336992","Military armored vehicle, tank, and tank component manufacturing","1502"
"41307","Michigan","339112","Surgical and medical instrument manufacturing","2791"
"41308","Michigan","339113","Surgical appliance and supplies manufacturing","3353"
"41677","Michigan","483113","Coastal and great lakes freight transportation","322"
"41686","Michigan","484110","General freight trucking, local","8915"
"41688","Michigan","484121","General freight trucking, long-distance, truckload","14577"
"41701","Michigan","485113","Bus and other motor vehicle transit systems","574"
"41727","Michigan","486210","Pipeline transportation of natural gas","334"
"41730","Michigan","486910","Pipeline transportation of refined petroleum products","85"
"41850","Michigan","517410","Satellite telecommunications","132"
"41858","Michigan","518210","Data processing, hosting, and related services","7014"
"41866","Michigan","519130","Internet publishing and broadcasting and web search portals","1951"
"42028","Michigan","541370","Surveying and mapping (except geophysical) services","613"
"42030","Michigan","541380","Testing laboratories","3017"
"42228","Michigan","621111","Offices of physicians (except mental health specialists)","67849"
"42232","Michigan","621210","Offices of dentists","31391"
"42237","Michigan","621320","Offices of optometrists","3431"
"42243","Michigan","621391","Offices of podiatrists","1976"
"42271","Michigan","622110","General medical and surgical hospitals","198141"
"42547","Minnesota","212210","Iron ore mining","4184"
"42579","Minnesota","221117","Biomass electric power generation","54"
"42890","Minnesota","325211","Plastics material and resin manufacturing","857"
"42901","Minnesota","325411","Medicinal and botanical manufacturing","1196"
"42936","Minnesota","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","29"
"42990","Minnesota","331110","Iron and steel mills and ferroalloy manufacturing","751"
"42993","Minnesota","331210","Iron and steel pipe and tube manufacturing from purchased steel","602"
"43012","Minnesota","331511","Iron foundries","1272"
"43016","Minnesota","331523","Nonferrous metal die-casting foundries","1935"
"43017","Minnesota","331524","Aluminum foundries (except die-casting)","842"
"43023","Minnesota","332114","Custom roll forming","254"
"43041","Minnesota","332410","Power boiler and heat exchanger manufacturing","628"
"43043","Minnesota","332420","Metal tank (heavy gauge) manufacturing","891"
"43049","Minnesota","332510","Hardware manufacturing","971"
"43059","Minnesota","332722","Bolt, nut, screw, rivet, and washer manufacturing","385"
"43062","Minnesota","332811","Metal heat treating","372"
"43063","Minnesota","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","1253"
"43064","Minnesota","332813","Electroplating, plating, polishing, anodizing, and coloring","1531"
"43107","Minnesota","333511","Industrial mold manufacturing","1128"
"43108","Minnesota","333514","Special die and tool, die set, jig, and fixture manufacturing","1992"
"43110","Minnesota","333517","Machine tool manufacturing","655"
"43116","Minnesota","333613","Mechanical power transmission equipment manufacturing","351"
"43120","Minnesota","333911","Pump and pumping equipment manufacturing","830"
"43121","Minnesota","333912","Air and gas compressor manufacturing","719"
"43142","Minnesota","334118","Computer terminal and other computer peripheral equipment manufacturing","1673"
"43147","Minnesota","334220","Radio and television broadcasting and wireless communications equipment manufacturing","240"
"43152","Minnesota","334310","Audio and video equipment manufacturing","349"
"43155","Minnesota","334412","Bare printed circuit board manufacturing","1332"
"43156","Minnesota","334413","Semiconductor and related device manufacturing","1934"
"43157","Minnesota","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","460"
"43158","Minnesota","334417","Electronic connector manufacturing","617"
"43159","Minnesota","334418","Printed circuit assembly (electronic assembly) manufacturing","4273"
"43163","Minnesota","334510","Electromedical and electrotherapeutic apparatus manufacturing","7856"
"43164","Minnesota","334511","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing","2693"
"43168","Minnesota","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","443"
"43169","Minnesota","334516","Analytical laboratory instrument manufacturing","1658"
"43171","Minnesota","334519","Other measuring and controlling device manufacturing","1798"
"43175","Minnesota","334614","Software and other prerecorded compact disc, tape, and record reproducing","262"
"43187","Minnesota","335311","Power, distribution, and specialty transformer manufacturing","148"
"43188","Minnesota","335312","Motor and generator manufacturing","3473"
"43189","Minnesota","335313","Switchgear and switchboard apparatus manufacturing","642"
"43190","Minnesota","335314","Relay and industrial control manufacturing","1318"
"43211","Minnesota","336211","Motor vehicle body manufacturing","1278"
"43212","Minnesota","336212","Truck trailer manufacturing","951"
"43219","Minnesota","336320","Motor vehicle electrical and electronic equipment manufacturing","598"
"43221","Minnesota","336330","Motor vehicle steering and suspension components (except spring) manufacturing","79"
"43231","Minnesota","336390","Other motor vehicle parts manufacturing","253"
"43235","Minnesota","336412","Aircraft engine and engine parts manufacturing","193"
"43236","Minnesota","336413","Other aircraft parts and auxiliary equipment manufacturing","421"
"43272","Minnesota","339112","Surgical and medical instrument manufacturing","9046"
"43273","Minnesota","339113","Surgical appliance and supplies manufacturing","3200"
"43651","Minnesota","484110","General freight trucking, local","4479"
"43665","Minnesota","485113","Bus and other motor vehicle transit systems","774"
"43688","Minnesota","486110","Pipeline transportation of crude oil","112"
"43691","Minnesota","486210","Pipeline transportation of natural gas","287"
"43819","Minnesota","518210","Data processing, hosting, and related services","9395"
"43992","Minnesota","541370","Surveying and mapping (except geophysical) services","442"
"43994","Minnesota","541380","Testing laboratories","1429"
"44192","Minnesota","621111","Offices of physicians (except mental health specialists)","33559"
"44196","Minnesota","621210","Offices of dentists","16472"
"44201","Minnesota","621320","Offices of optometrists","2044"
"44207","Minnesota","621391","Offices of podiatrists","227"
"44235","Minnesota","622110","General medical and surgical hospitals","121536"
"44813","Mississippi","325211","Plastics material and resin manufacturing","758"
"44912","Mississippi","331210","Iron and steel pipe and tube manufacturing from purchased steel","845"
"44954","Mississippi","332420","Metal tank (heavy gauge) manufacturing","966"
"44960","Mississippi","332510","Hardware manufacturing","727"
"44974","Mississippi","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","302"
"44975","Mississippi","332813","Electroplating, plating, polishing, anodizing, and coloring","165"
"45013","Mississippi","333514","Special die and tool, die set, jig, and fixture manufacturing","331"
"45041","Mississippi","334111","Electronic computer manufacturing","345"
"45092","Mississippi","336211","Motor vehicle body manufacturing","318"
"45097","Mississippi","336310","Motor vehicle gasoline engine and engine parts manufacturing","75"
"45099","Mississippi","336320","Motor vehicle electrical and electronic equipment manufacturing","1477"
"45105","Mississippi","336350","Motor vehicle transmission and power train parts manufacturing","585"
"45107","Mississippi","336360","Motor vehicle seating and interior trim manufacturing","1204"
